event_id,account_id,user_id,event_type,event_time
EVT000255,ACCT0065,USER00316,feat_B,2025-07-21T21:13:57.834381
EVT000256,ACCT0046,USER00270,login,2025-11-13T02:48:57.834381
EVT000257,ACCT0264,USER00058,login,2025-06-09T05:24:57.834381
EVT000258,ACCT0142,USER00049,api_call,2025-08-16T15:41:57.834381
EVT000259,ACCT0039,USER00478,feat_B,2025-08-26T01:26:57.834381
EVT000260,ACCT0282,USER00965,api_call,2025-05-31T20:30:57.834381
EVT000261,ACCT0128,USER00797,api_call,2025-08-30T04:09:57.834381
EVT000262,ACCT0187,USER00637,feat_A,2025-07-18T08:50:57.834381
EVT000263,ACCT0004,USER00438,login,2025-09-30T05:25:57.834381
EVT000264,ACCT0031,USER00235,feat_B,2025-08-04T14:28:57.834381
EVT000265,ACCT0019,USER00412,api_call,2025-06-01T21:48:57.834381
EVT000266,ACCT0031,USER00720,login,2025-11-11T11:36:57.834381
EVT000267,ACCT0135,USER00903,login,2025-08-25T03:54:57.834381
EVT000268,ACCT0250,USER00256,feat_A,2025-10-20T21:58:57.834381
EVT000269,ACCT0088,USER00428,api_call,2025-09-28T00:16:57.834381
EVT000270,ACCT0063,USER00143,feat_B,2025-10-02T19:47:57.834381
EVT000271,ACCT0212,USER00879,login,2025-10-31T14:57:57.834381
EVT000272,ACCT0118,USER00777,feat_A,2025-11-09T21:26:57.834381
EVT000273,ACCT0292,USER00116,feat_B,2025-10-19T13:46:57.834381
EVT000274,ACCT0198,USER00012,feat_A,2025-08-21T01:00:57.834381
EVT000275,ACCT0027,USER00909,feat_A,2025-08-08T16:12:57.834381
EVT000276,ACCT0111,USER00529,feat_B,2025-08-22T07:19:57.834381
EVT000277,ACCT0023,USER00037,api_call,2025-09-05T03:31:57.834381
EVT000278,ACCT0264,USER00292,api_call,2025-08-24T03:46:57.834381
EVT000279,ACCT0194,USER00617,login,2025-11-13T00:19:57.834381
EVT000280,ACCT0159,USER00310,feat_A,2025-08-07T22:28:57.834381
EVT000281,ACCT0001,USER00283,api_call,2025-09-11T16:32:57.834381
EVT000282,ACCT0277,USER00894,feat_A,2025-09-05T15:54:57.834381
EVT000283,ACCT0117,USER00349,feat_A,2025-09-12T15:49:57.834381
EVT000284,ACCT0154,USER00748,login,2025-09-25T10:04:57.834381
EVT000285,ACCT0151,USER00709,feat_B,2025-09-22T07:27:57.834381
EVT000286,ACCT0016,USER00388,login,2025-07-20T12:20:57.834381
EVT000287,ACCT0242,USER00775,api_call,2025-08-15T22:49:57.834381
EVT000288,ACCT0042,USER00770,feat_A,2025-10-23T04:54:57.834381
EVT000289,ACCT0206,USER00780,login,2025-06-27T03:56:57.834381
EVT000290,ACCT0019,USER00734,login,2025-08-09T16:39:57.834381
EVT000291,ACCT0006,USER00985,api_call,2025-10-22T00:37:57.834381
EVT000292,ACCT0089,USER00915,login,2025-08-03T21:34:57.834381
EVT000293,ACCT0081,USER00340,feat_A,2025-08-10T18:13:57.834381
EVT000294,ACCT0164,USER00728,feat_A,2025-07-24T22:16:57.834381
EVT000295,ACCT0088,USER00238,api_call,2025-10-16T14:20:57.834381
EVT000296,ACCT0091,USER00436,api_call,2025-07-17T23:52:57.834381
EVT000297,ACCT0077,USER00110,login,2025-06-05T17:12:57.834381
EVT000298,ACCT0244,USER00351,api_call,2025-08-06T08:33:57.834381
EVT000299,ACCT0203,USER00139,feat_A,2025-05-26T22:28:57.834381
EVT000300,ACCT0223,USER00026,login,2025-07-14T18:45:57.834381
EVT000301,ACCT0279,USER00408,feat_B,2025-11-13T07:04:57.834381
EVT000302,ACCT0093,USER00890,feat_A,2025-09-20T06:41:57.834381
EVT000303,ACCT0204,USER00239,login,2025-11-03T10:33:57.834381
EVT000304,ACCT0256,USER00844,login,2025-07-25T10:47:57.834381
EVT000305,ACCT0287,USER00588,login,2025-07-01T04:35:57.834381
EVT000306,ACCT0008,USER00609,api_call,2025-06-18T10:34:57.834381
EVT000307,ACCT0118,USER00992,feat_A,2025-05-23T13:17:57.834381
EVT000308,ACCT0117,USER00371,api_call,2025-09-16T04:18:57.834381
EVT000309,ACCT0291,USER00735,feat_A,2025-10-26T15:13:57.834381
EVT000310,ACCT0001,USER00038,login,2025-06-28T02:44:57.834381
EVT000311,ACCT0202,USER00668,login,2025-07-12T13:13:57.834381
EVT000312,ACCT0292,USER00399,feat_B,2025-11-03T02:41:57.834381
EVT000313,ACCT0282,USER00348,feat_B,2025-06-30T03:21:57.834381
EVT000314,ACCT0205,USER00129,feat_B,2025-08-06T08:03:57.834381
EVT000315,ACCT0159,USER00539,api_call,2025-07-08T09:33:57.834381
EVT000316,ACCT0185,USER00543,api_call,2025-08-27T01:33:57.834381
EVT000317,ACCT0161,USER00674,api_call,2025-05-20T07:46:57.834381
EVT000318,ACCT0290,USER00001,feat_A,2025-06-01T13:18:57.834381
EVT000319,ACCT0273,USER00084,login,2025-09-13T22:16:57.834381
EVT000320,ACCT0183,USER00037,login,2025-06-04T23:00:57.834381
EVT000321,ACCT0138,USER00473,feat_A,2025-07-13T00:11:57.834381
EVT000322,ACCT0098,USER00640,api_call,2025-10-08T07:48:57.834381
EVT000323,ACCT0229,USER00890,api_call,2025-07-05T16:58:57.834381
EVT000324,ACCT0219,USER00525,login,2025-09-30T09:32:57.834381
EVT000325,ACCT0038,USER00446,api_call,2025-09-12T23:07:57.834381
EVT000326,ACCT0009,USER00101,feat_A,2025-08-06T06:58:57.834381
EVT000327,ACCT0245,USER00789,feat_A,2025-06-07T18:49:57.834381
EVT000328,ACCT0114,USER00728,api_call,2025-06-12T15:13:57.834381
EVT000329,ACCT0276,USER00705,api_call,2025-10-26T03:43:57.834381
EVT000330,ACCT0066,USER00547,api_call,2025-11-09T00:11:57.834381
EVT000331,ACCT0278,USER00118,feat_A,2025-07-20T11:57:57.834381
EVT000332,ACCT0099,USER00566,feat_A,2025-07-16T03:20:57.834381
EVT000333,ACCT0026,USER00168,login,2025-10-03T23:49:57.834381
EVT000334,ACCT0171,USER00793,api_call,2025-10-30T16:34:57.834381
EVT000335,ACCT0213,USER00013,login,2025-10-13T03:31:57.834381
EVT000336,ACCT0226,USER00291,feat_A,2025-07-09T05:49:57.834381
EVT000337,ACCT0050,USER00405,feat_B,2025-09-13T16:32:57.834381
EVT000338,ACCT0133,USER00237,feat_A,2025-11-10T12:20:57.834381
EVT000339,ACCT0245,USER00240,api_call,2025-11-07T04:47:57.834381
EVT000340,ACCT0091,USER00482,feat_A,2025-06-26T18:20:57.834381
EVT000341,ACCT0266,USER00002,api_call,2025-06-08T14:57:57.834381
EVT000342,ACCT0248,USER00092,login,2025-08-06T03:49:57.834381
EVT000343,ACCT0244,USER00050,api_call,2025-05-24T19:59:57.834381
EVT000344,ACCT0057,USER00149,login,2025-07-12T21:20:57.834381
EVT000345,ACCT0243,USER00912,login,2025-07-25T06:44:57.834381
EVT000346,ACCT0150,USER00950,api_call,2025-09-07T09:40:57.834381
EVT000347,ACCT0230,USER00117,feat_A,2025-09-08T00:10:57.834381
EVT000348,ACCT0166,USER00969,api_call,2025-07-04T13:18:57.834381
EVT000349,ACCT0221,USER00121,api_call,2025-10-21T09:49:57.834381
EVT000350,ACCT0083,USER00486,feat_B,2025-08-15T14:15:57.834381
EVT000351,ACCT0202,USER00843,feat_A,2025-06-29T00:15:57.834381
EVT000352,ACCT0100,USER00187,api_call,2025-10-08T12:00:57.834381
EVT000353,ACCT0222,USER00722,feat_A,2025-10-31T07:01:57.834381
EVT000354,ACCT0186,USER00076,feat_B,2025-09-03T15:32:57.834381
EVT000355,ACCT0280,USER00536,feat_A,2025-06-16T02:06:57.834381
EVT000356,ACCT0264,USER00187,login,2025-05-28T02:13:57.834381
EVT000357,ACCT0298,USER00406,login,2025-08-13T11:58:57.834381
EVT000358,ACCT0082,USER00330,feat_B,2025-07-25T02:16:57.834381
EVT000359,ACCT0072,USER00166,feat_A,2025-10-23T03:21:57.834381
EVT000360,ACCT0161,USER00900,login,2025-07-01T19:29:57.834381
EVT000361,ACCT0268,USER00018,feat_B,2025-09-12T20:20:57.834381
EVT000362,ACCT0124,USER00203,api_call,2025-11-04T03:15:57.834381
EVT000363,ACCT0135,USER00531,api_call,2025-06-29T22:15:57.834381
EVT000364,ACCT0047,USER00242,api_call,2025-11-01T02:20:57.834381
EVT000365,ACCT0210,USER00685,feat_B,2025-08-17T15:35:57.834381
EVT000366,ACCT0145,USER00842,api_call,2025-10-23T05:20:57.834381
